state,registrationDeadlineType,dateType,edRelation,time,laws,updateLegal,updateNotes,
Nevada,Overseas Ballot Return Deadline,Postmarked by,ED,7:00 PM,,By 5pm on 4th day following election; postmarked as ED,,
Nevada,Overseas Ballot Return Deadline,In-Person received by ,ED,,,,,
Nevada,Overseas Ballot Return Deadline,Post Received by,ED + 4,5:00 PM,,,,
Nevada,Overseas Ballot Request Deadline,Received by,ED-7,,,7th day before ED,,
Nevada,Overseas Registration Deadline,Online by,ED-7,11:59 PM,,7th day before ED,,
Nevada,Overseas Registration Deadline,Postmarked by,ED-7,,,7th day before ED,,
Nevada,Overseas Registration Deadline,Email or Fax by,ED-7,,,7th day before ED,,
NewHampshire,Domestic Ballot Return Deadline,Post Received by,ED,5:00 PM,"In any state election, a town or city clerk shall not accept any completed absentee ballots delivered to the clerk after 5:00 p.m. on election day except as provided in RSA 657:21-a, V and RSA 659:20-a. The clerk shall record absentee ballots received after such time in the statewide centralized voter registration database with the return date and shall mark the ballot as rejected due to absentee ballot receipt after election day. The clerk shall retain the unopened ballot until the time set for the destruction of other state election ballots as provided in RSA 659:100 at which time the envelopes shall likewise be destroyed, unopened and unexamined.(657:220",Same,,
NewHampshire,Domestic Ballot Return Deadline,In- Person Request by/ In-Person Received by,ED,5:00 PM,,Think it's ED,,
NewHampshire,Domestic Ballot Request Deadline,Blank,ED - 1,5:00 PM,The clerk shall send absentee ballots in response to verified absentee ballot requests until 5:00 p.m. on the day before the election.(657:15),Same,,
NewHampshire,Domestic Registration Deadline,Election Day Registration and Voting,ED,,"III. An individual applying for registration as a voter 30 or fewer days before an election shall use the election day registration form required by RSA 654:7, IV(c) which shall require the applicant to provide the date he or she established his or her voting domicile in New Hampshire.(654:2)",Same,,
NewHampshire,Domestic Registration Deadline,Contact Local Election Office,,,,Depends on locality.,,
NewHampshire,Domestic Registration Deadline,Varies by Locality,,,,Depends on locality.,,
NewHampshire,Domestic Registration Deadline,Varies by Locality,ED - 102,,,Depends on locality.,,
NewHampshire,Overseas Ballot Return Deadline,Received by,ED,,,Same,,
NewHampshire,Overseas Ballot Request Deadline,Received by,ED - 1,,,Same,,
NewHampshire,Overseas Registration Deadline,Received by,ED,,,Same,,
NewJersey,Domestic Ballot Return Deadline,Blank,ED,8:00 PM,,Same,,
NewJersey,Domestic Ballot Request Deadline,Post Received by,ED - 7,,,Same,,
NewJersey,Domestic Ballot Request Deadline,In- Person Request by,ED - 1,3:00 PM,,Same,,
NewJersey,Domestic Registration Deadline,Blank,ED - 21,,Any person qualified to vote in an election shall be entitled to vote in the election if the person shall have registered to vote on or before the 21st day preceding the election (19:31-6.),Same,,
NewJersey,Early Voting From,Blank,ED - 4 (non-presidential),,,"EARLY VOTING: 19:15A-1: a. In addition to all other forms of voting provided for by this Title, a registered voter shall be permitted to vote at a specially designated polling place before the day of certain primary and general elections in this State. This procedure shall be known as early voting. The early voting period shall:
(1) start on the 4th calendar day before a non-presidential primary election for a non-presidential general election and end on the second calendar day before that non-presidential primary election;
(2) start on the 6th calendar day before a presidential primary election for a presidential general election and end on the second calendar day before that presidential primary election; or
(3) start on the 10th calendar day before a general election and end on the second calendar day before that general election. ",,
